,0,1
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.00021745071670584444,0.0
66,0.0006938185732849756,0.0
67,0.0013502666200964984,0.0
68,0.0023075827934141754,0.0
69,0.0034028393050436704,0.0
70,0.004831942874781064,0.0
71,0.0063631672409922265,0.0
72,0.008277799587627581,0.0
73,0.010254715509142,0.0
74,0.012654876632675314,0.0
75,0.015076213561193878,0.0
76,0.017934420700668665,0.0
77,0.02079262784014345,0.0
78,0.042588338300596607,0.0
79,0.06508755860364172,0.0
80,0.07950563386908469,0.0
81,0.09284393385330036,0.0
82,0.10776540569649742,0.0
83,0.12308246446958025,0.0
84,0.1387678830474366,0.0
85,0.1545979533583739,0.0
86,0.1704212757370378,0.0
87,0.18624073584143397,0.0
88,0.21396084729404508,0.0
89,0.25126411483231864,0.0
90,0.28133946584001795,0.0
91,0.30332567460520865,0.0
92,0.32514046236744865,0.0
93,0.3466869469573355,0.0
94,0.3679176335243363,0.0
95,0.3884380950385143,0.0
96,0.40962030999713167,0.0
97,0.43307226601333504,0.0
98,0.4609260423350121,0.0
99,0.5150121158973812,0.0
100,0.5692788907651979,0.0
101,0.6262964767220149,0.0
102,0.6833140626788319,0.0
103,0.7134815345265549,0.0
104,0.7430896289970117,0.0
105,0.7726977234674685,0.0
106,0.8023058179379254,0.0
107,0.8343045272501011,0.0
108,0.8668441162225833,0.0
109,0.8993837051950655,0.0
110,0.9319232941675477,0.0
111,0.9651312296999672,0.0
112,0.9986968417481583,0.0
113,1.0335976817794466,0.0
114,1.0695084894292581,0.0
115,1.1054192970790695,0.0
116,1.141330104728881,0.0
117,1.178013100507725,0.0
118,1.215829379583853,0.0
119,1.2536456586599805,0.0
120,1.2914619377361078,0.0
121,1.3297023739092801,0.0
122,1.3692775496866227,0.0
123,1.4155222722639622,0.0
124,1.497017819420268,0.0
125,1.575509225709327,0.0
126,1.618015895988695,0.0
127,1.6605225662680632,0.0
128,1.7488236737551963,0.0
129,1.8373548077163626,0.0
130,1.8865440889319705,0.0
131,1.931982253713364,0.0
132,2.019559583632483,0.0
133,2.1157126032989146,0.0
134,2.1773999896042913,0.0
135,2.2275285455889255,0.0
136,2.3138197296069882,0.0
137,2.4181809338790914,0.0
138,2.525970558210208,0.0
139,2.6361947514863617,0.0
140,2.7193031700450656,0.0
141,2.7755878644839527,0.0
142,2.832982400031687,0.0
143,2.891905439522397,0.0
144,2.9511262680631054,0.0
145,3.0109287559044233,0.0
146,3.070881664454882,0.0
147,3.131270451196605,0.0
148,3.191915026400708,0.0
149,3.253769560393444,0.0
150,3.31565119941656,0.0
151,3.377798882859498,0.0
152,3.4399557234072944,0.0
153,3.5029828552008406,0.0
154,3.566009986994386,0.0
155,3.690542828132926,0.0
156,3.8198217356722446,0.0
157,3.8955118004430114,0.0
158,3.9614704267385825,0.0
159,4.028773316027377,0.0
160,4.096490839024163,0.0
161,4.165008326701385,0.0
162,4.233898447498983,0.0
163,4.346597256792085,0.0
164,4.488481590690113,0.0
165,4.634011184890202,0.0
166,4.782931105593091,0.0
167,4.9001483967075705,0.0
168,4.97636725376023,0.0
169,5.08102197376672,0.0
170,5.237563780174877,0.0
171,5.3727385202010165,0.0
172,5.4507162739548916,0.0
173,5.528694027708767,0.0
174,5.606671781462641,0.0
175,5.684649535216517,0.0
176,5.762627288970392,0.0
177,5.840605042724267,0.0
178,5.918582796478141,0.0
179,5.996560550232017,0.0
180,6.074538303985892,0.0
181,6.152516057739767,0.0
182,6.368421055145459,0.0
183,6.606458408709919,0.0
184,6.721529762824531,0.0
185,6.801852712180026,0.0
186,6.882993696236212,0.0
187,6.964489243392518,0.0
188,7.14559650976762,0.0
189,7.388910553435726,0.0
190,7.544951527255538,0.0
191,7.624688177710628,0.0
192,7.883892362297416,0.0
193,8.361139667227148,0.0
194,8.691968039933071,0.0
195,8.77287728818897,0.0
196,8.853618045715477,0.0
197,8.933940995070971,0.0
198,9.014384329831673,0.0
199,9.095293578087574,0.0
200,9.186032917361645,0.0
201,9.346678816072638,0.0
202,9.503988598341621,0.0
203,9.583725248796714,0.0
204,9.663461899251804,0.0
205,9.741511444707768,0.0
206,9.819489198461644,0.0
207,9.966377944296637,0.0
208,10.122919464426031,0.0
209,10.218394555480806,0.0
210,10.298131205935897,0.0
211,10.377867856390989,0.0
212,10.457604506846078,0.0
213,10.538081051373732,0.0
214,10.618990299629631,0.0
215,10.699899547885533,0.0
216,10.780808796141432,0.0
217,10.861718044397334,0.0
218,10.942627292653235,0.0
219,11.02398780303656,0.0
220,11.106069649093271,0.0
221,11.187796443670935,0.0
222,11.268705691926838,0.0
223,11.349614940182738,0.0
224,11.430524188438639,0.0
225,11.511352121603396,0.0
226,11.591675070958889,0.0
227,11.671898391013528,0.0
228,11.750462443667807,0.0
229,11.829026496322086,0.0
230,11.908161952319537,0.0
231,11.987312303874221,0.0
232,12.066462655428905,0.0
233,12.145613006983591,0.0
234,12.225238551233065,0.0
235,12.304975201688157,0.0
236,12.384711852143244,0.0
237,12.464448502598337,0.0
238,12.544943117146245,0.0
239,12.625852365402144,0.0
240,12.706761613658045,0.0
241,12.787670861913945,0.0
242,12.907602563097868,0.0
243,13.06942105960967,0.0
244,13.198620971857807,0.0
245,13.278943921213305,0.0
246,13.359080309819149,0.0
247,13.438816960274238,0.0
248,13.51841515530387,0.0
249,13.597565506858556,0.0
250,13.676625508311972,0.0
251,13.755189560966251,0.0
252,13.833711368843451,0.0
253,13.911689122597327,0.0
254,13.989666876351203,0.0
255,14.068805506811666,0.0
256,14.147955858366354,0.0
257,14.227106209921036,0.0
258,14.30625656147572,0.0
259,14.38637536844024,0.0
260,14.466698317795736,0.0
261,14.547457389531955,0.0
262,14.628366637787856,0.0
263,14.709663903100292,0.0
264,14.791159450256599,0.0
265,14.872315085680558,0.0
266,14.953224333936456,0.0
267,15.034717195008668,0.0
268,15.11679904106538,0.0
269,15.198637186038125,0.0
270,15.28013273319443,0.0
271,15.36143268459096,0.0
272,15.442341932846858,0.0
273,15.522956200231585,0.0
274,15.602692850686678,0.0
275,15.682230730918974,0.0
276,15.760794783573255,0.0
277,15.839307556440327,0.0
278,15.917285310194202,0.0
279,15.995269412874112,0.0
280,16.074419764428796,0.0
281,16.15357011598348,0.0
282,16.2332618355774,0.0
283,16.31299848603249,0.0
284,16.393228399202624,0.0
285,16.473551348558118,0.0
286,16.554319455304466,0.0
287,16.63522870356037,0.0
288,16.71613795181627,0.0
289,16.797047200072168,0.0
290,16.877607501585597,0.0
291,16.957930450941088,0.0
292,17.03855424171487,0.0
293,17.11946348997077,0.0
294,17.200372738226672,0.0
295,17.281281986482572,0.0
296,17.361986603968568,0.0
297,17.442309553324062,0.0
298,17.522162926342418,0.0
299,17.6007269789967,0.0
300,17.67929103165098,0.0
301,17.75785508430526,0.0
302,17.836358822162207,0.0
303,17.91433657591608,0.0
304,17.992338748616245,0.0
305,18.07148910017093,0.004463110822677431
306,18.150639451725617,0.01124742667022188
307,18.229789803280298,0.018189000531868928
308,18.308940154834982,0.025140830350957682
309,18.389597399565176,0.03259495789521569
310,18.47050664782108,0.04013308661470952
311,18.55141589607698,0.04776854227727037
312,18.632325144332878,0.055432306475422424
313,18.713234392588777,0.06338613287128131
